onset	duration	response_time	trial_type	block	value	exp_value
322.454	1.70	0.893	Test_3Back	6	c	c
324.654	1.70	1.166	Test_3Back	6	n	n
326.854	1.70	1.026	Test_3Back	6	c	c
329.054	1.70	1.134	Test_3Back	6	c	c
351.254	1.70	n/a	Test_1Back	7	n/a	n/a
353.454	1.70	0.830	Test_1Back	7	c	c
355.654	1.70	0.806	Test_1Back	7	c	n
357.854	1.70	0.838	Test_1Back	7	c	c
360.054	1.70	0.834	Test_1Back	7	c	c
362.254	1.70	0.841	Test_1Back	7	n	n
364.454	1.70	0.932	Test_1Back	7	c	c
366.654	1.70	0.870	Test_1Back	7	n	n
368.854	1.70	0.845	Test_1Back	7	c	c
371.054	1.70	0.857	Test_1Back	7	c	c
373.254	1.70	0.978	Test_1Back	7	n	n
375.454	1.70	0.936	Test_1Back	7	c	c
377.654	1.70	0.952	Test_1Back	7	n	n
379.854	1.70	0.763	Test_1Back	7	c	c
382.054	1.70	0.961	Test_1Back	7	c	c
384.254	1.70	0.809	Test_1Back	7	c	c
406.454	1.70	n/a	Test_2Back	8	n/a	n/a
408.654	1.70	n/a	Test_2Back	8	n/a	n/a
410.854	1.70	0.880	Test_2Back	8	c	c
413.054	1.70	0.845	Test_2Back	8	n	n
415.254	1.70	1.034	Test_2Back	8	n	n
417.454	1.70	0.938	Test_2Back	8	n	n
419.654	1.70	0.922	Test_2Back	8	c	n
421.854	1.70	0.954	Test_2Back	8	c	c
424.054	1.70	0.954	Test_2Back	8	n	n
426.254	1.70	1.010	Test_2Back	8	c	c
428.454	1.70	0.857	Test_2Back	8	c	c
430.654	1.70	0.980	Test_2Back	8	c	c
432.854	1.70	1.166	Test_2Back	8	n	c
435.054	1.70	1.064	Test_2Back	8	n	n
437.254	1.70	0.845	Test_2Back	8	n	n
439.454	1.70	1.071	Test_2Back	8	n	n
461.654	1.70	n/a	Test_3Back	9	n/a	n/a
463.854	1.70	n/a	Test_3Back	9	n/a	n/a
466.054	1.70	n/a	Test_3Back	9	n/a	n/a
468.254	1.70	1.249	Test_3Back	9	c	c
470.454	1.70	1.081	Test_3Back	9	c	c
472.654	1.70	0.950	Test_3Back	9	n	n
474.854	1.70	0.917	Test_3Back	9	c	c
477.054	1.70	1.014	Test_3Back	9	c	c
479.254	1.70	1.239	Test_3Back	9	n	n
481.454	1.70	1.096	Test_3Back	9	c	n
483.654	1.70	1.073	Test_3Back	9	n	n
485.854	1.70	1.080	Test_3Back	9	c	c
488.054	1.70	1.350	Test_3Back	9	c	c
490.254	1.70	1.085	Test_3Back	9	c	c
492.454	1.70	1.126	Test_3Back	9	c	c
494.654	1.70	1.119	Test_3Back	9	c	c
516.854	1.70	n/a	Test_1Back	10	n/a	n/a
519.054	1.70	0.765	Test_1Back	10	n	n
521.254	1.70	1.031	Test_1Back	10	n	n
523.454	1.70	0.976	Test_1Back	10	c	c
525.654	1.70	0.925	Test_1Back	10	n	n
527.854	1.70	0.947	Test_1Back	10	c	c
530.054	1.70	0.916	Test_1Back	10	n	n
532.254	1.70	0.746	Test_1Back	10	c	c
534.454	1.70	0.815	Test_1Back	10	n	c
536.654	1.70	0.994	Test_1Back	10	c	c
538.854	1.70	0.915	Test_1Back	10	c	n
541.054	1.70	0.851	Test_1Back	10	n	n
543.254	1.70	0.848	Test_1Back	10	n	n
545.454	1.70	0.980	Test_1Back	10	c	n
547.654	1.70	1.238	Test_1Back	10	c	c
549.854	1.70	0.941	Test_1Back	10	c	c
572.054	1.70	n/a	Test_2Back	11	n/a	n/a
574.254	1.70	n/a	Test_2Back	11	n/a	n/a
576.454	1.70	0.964	Test_2Back	11	c	c
578.654	1.70	0.943	Test_2Back	11	c	c
580.854	1.70	1.059	Test_2Back	11	c	c
583.054	1.70	1.063	Test_2Back	11	n	c
585.254	1.70	0.843	Test_2Back	11	n	n
587.454	1.70	1.174	Test_2Back	11	n	n
589.654	1.70	1.140	Test_2Back	11	c	c
591.854	1.70	0.971	Test_2Back	11	n	n
594.054	1.70	1.108	Test_2Back	11	n	n
596.254	1.70	1.142	Test_2Back	11	c	c
598.454	1.70	0.977	Test_2Back	11	c	c
600.654	1.70	1.095	Test_2Back	11	c	c
602.854	1.70	1.150	Test_2Back	11	n	c
605.054	1.70	1.046	Test_2Back	11	n	n
627.254	1.70	n/a	Test_3Back	12	n/a	n/a
629.454	1.70	n/a	Test_3Back	12	n/a	n/a
631.654	1.70	n/a	Test_3Back	12	n/a	n/a
633.854	1.70	1.150	Test_3Back	12	n	n
636.054	1.70	0.972	Test_3Back	12	n	n
638.254	1.70	1.080	Test_3Back	12	n	n
640.454	1.70	1.183	Test_3Back	12	n	n
642.654	1.70	1.101	Test_3Back	12	n	n
644.854	1.70	0.973	Test_3Back	12	c	c
647.054	1.70	0.900	Test_3Back	12	n	n
649.254	1.70	1.213	Test_3Back	12	c	c
651.454	1.70	1.143	Test_3Back	12	n	n
653.654	1.70	1.225	Test_3Back	12	n	c
655.854	1.70	1.044	Test_3Back	12	c	c
658.054	1.70	1.139	Test_3Back	12	n	n
660.254	1.70	1.186	Test_3Back	12	c	c
682.454	1.70	n/a	Test_1Back	13	n/a	n/a
684.654	1.70	0.819	Test_1Back	13	n	n
686.854	1.70	0.877	Test_1Back	13	n	n
689.054	1.70	0.906	Test_1Back	13	n	n
691.254	1.70	1.098	Test_1Back	13	n	n
693.454	1.70	0.786	Test_1Back	13	c	c
695.654	1.70	0.772	Test_1Back	13	n	n
697.854	1.70	0.880	Test_1Back	13	n	n
700.054	1.70	0.987	Test_1Back	13	n	n
702.254	1.70	0.863	Test_1Back	13	n	n
704.454	1.70	0.923	Test_1Back	13	c	c
706.654	1.70	0.832	Test_1Back	13	n	n
708.854	1.70	0.715	Test_1Back	13	c	n
711.054	1.70	0.897	Test_1Back	13	c	c
713.254	1.70	0.990	Test_1Back	13	n	n
715.454	1.70	0.835	Test_1Back	13	c	c
737.654	1.70	n/a	Test_2Back	14	n/a	n/a
739.854	1.70	n/a	Test_2Back	14	n/a	n/a
742.054	1.70	1.022	Test_2Back	14	c	c
744.254	1.70	0.830	Test_2Back	14	n	n
746.454	1.70	1.101	Test_2Back	14	c	c
748.654	1.70	0.963	Test_2Back	14	c	c
750.854	1.70	1.077	Test_2Back	14	c	c
753.054	1.70	0.924	Test_2Back	14	n	n
755.254	1.70	0.924	Test_2Back	14	c	c
757.454	1.70	0.943	Test_2Back	14	n	n
759.654	1.70	1.098	Test_2Back	14	n	c
761.854	1.70	1.046	Test_2Back	14	n	n
764.054	1.70	0.926	Test_2Back	14	n	n
766.254	1.70	0.894	Test_2Back	14	c	c
768.454	1.70	1.135	Test_2Back	14	n	n
770.654	1.70	1.001	Test_2Back	14	n	n
792.854	1.70	n/a	Test_3Back	15	n/a	n/a
795.054	1.70	n/a	Test_3Back	15	n/a	n/a
797.254	1.70	n/a	Test_3Back	15	n/a	n/a
799.454	1.70	0.932	Test_3Back	15	n	n
801.654	1.70	1.156	Test_3Back	15	n	n
803.854	1.70	1.111	Test_3Back	15	c	c
806.054	1.70	1.130	Test_3Back	15	n	n
808.254	1.70	0.954	Test_3Back	15	c	c
810.454	1.70	1.104	Test_3Back	15	c	c
812.654	1.70	1.121	Test_3Back	15	n	n
814.854	1.70	1.191	Test_3Back	15	n	n
817.054	1.70	1.191	Test_3Back	15	n	n
819.254	1.70	1.115	Test_3Back	15	c	c
821.454	1.70	1.114	Test_3Back	15	n	n
823.654	1.70	1.122	Test_3Back	15	n	n
825.854	1.70	1.030	Test_3Back	15	n	n
848.054	1.70	n/a	Test_1Back	16	n/a	n/a
850.254	1.70	0.930	Test_1Back	16	c	c
852.454	1.70	0.917	Test_1Back	16	c	c
854.654	1.70	0.954	Test_1Back	16	c	c
856.854	1.70	0.773	Test_1Back	16	c	c
859.054	1.70	0.894	Test_1Back	16	n	n
861.254	1.70	0.991	Test_1Back	16	n	n
863.454	1.70	0.954	Test_1Back	16	c	c
865.654	1.70	1.146	Test_1Back	16	c	c
867.854	1.70	0.760	Test_1Back	16	c	c
870.054	1.70	0.965	Test_1Back	16	c	c
872.254	1.70	0.754	Test_1Back	16	n	n
874.454	1.70	0.647	Test_1Back	16	n	n
876.654	1.70	0.907	Test_1Back	16	n	n
878.854	1.70	0.885	Test_1Back	16	n	c
881.054	1.70	0.709	Test_1Back	16	n	c
903.254	1.70	n/a	Test_2Back	17	n/a	n/a
905.454	1.70	n/a	Test_2Back	17	n/a	n/a
907.654	1.70	0.980	Test_2Back	17	n	n
909.854	1.70	1.025	Test_2Back	17	c	c
912.054	1.70	1.178	Test_2Back	17	n	n
914.254	1.70	1.203	Test_2Back	17	c	c
916.454	1.70	1.019	Test_2Back	17	c	c
918.654	1.70	0.962	Test_2Back	17	c	c
920.854	1.70	1.007	Test_2Back	17	n	n
923.054	1.70	0.857	Test_2Back	17	c	c
925.254	1.70	1.023	Test_2Back	17	c	c
927.454	1.70	0.955	Test_2Back	17	c	c
929.654	1.70	0.897	Test_2Back	17	n	n
931.854	1.70	1.019	Test_2Back	17	n	n
934.054	1.70	0.898	Test_2Back	17	n	n
936.254	1.70	1.018	Test_2Back	17	n	n
958.454	1.70	n/a	Test_3Back	18	n/a	n/a
960.654	1.70	n/a	Test_3Back	18	n/a	n/a
962.854	1.70	n/a	Test_3Back	18	n/a	n/a
965.054	1.70	1.134	Test_3Back	18	n	n
967.254	1.70	1.119	Test_3Back	18	n	n
969.454	1.70	1.076	Test_3Back	18	n	c
971.654	1.70	1.140	Test_3Back	18	c	c
973.854	1.70	1.154	Test_3Back	18	c	n
976.054	1.70	1.138	Test_3Back	18	c	c
978.254	1.70	1.223	Test_3Back	18	n	n
980.454	1.70	1.174	Test_3Back	18	c	c
982.654	1.70	1.066	Test_3Back	18	n	n
984.854	1.70	1.112	Test_3Back	18	n	n
987.054	1.70	1.117	Test_3Back	18	n	n
989.254	1.70	1.051	Test_3Back	18	n	n
991.454	1.70	0.981	Test_3Back	18	n	c
