onset	duration	response_time	trial_type	block	value	exp_value
158.552	1.70	1.206	Test_3Back	3	n	n
160.752	1.70	1.121	Test_3Back	3	n	n
162.952	1.70	1.068	Test_3Back	3	n	n
165.152	1.70	1.074	Test_3Back	3	n	n
167.352	1.70	1.394	Test_3Back	3	c	c
189.552	1.70	n/a	Test_1Back	4	n/a	n/a
191.752	1.70	0.893	Test_1Back	4	c	c
193.952	1.70	0.988	Test_1Back	4	n	n
196.152	1.70	0.864	Test_1Back	4	n	n
198.352	1.70	0.896	Test_1Back	4	c	n
200.552	1.70	0.881	Test_1Back	4	c	c
202.752	1.70	0.739	Test_1Back	4	n	n
204.952	1.70	1.030	Test_1Back	4	c	c
207.152	1.70	0.734	Test_1Back	4	n	n
209.352	1.70	0.961	Test_1Back	4	c	c
211.552	1.70	0.966	Test_1Back	4	n	n
213.752	1.70	0.973	Test_1Back	4	c	c
215.952	1.70	0.983	Test_1Back	4	c	c
218.152	1.70	0.839	Test_1Back	4	n	n
220.352	1.70	1.021	Test_1Back	4	c	c
222.552	1.70	0.935	Test_1Back	4	n	c
244.752	1.70	n/a	Test_2Back	5	n/a	n/a
246.952	1.70	n/a	Test_2Back	5	n/a	n/a
249.152	1.70	1.141	Test_2Back	5	n	n
251.352	1.70	1.058	Test_2Back	5	c	c
253.552	1.70	1.061	Test_2Back	5	c	c
255.752	1.70	1.094	Test_2Back	5	c	c
257.952	1.70	1.069	Test_2Back	5	n	c
260.152	1.70	0.913	Test_2Back	5	c	c
262.352	1.70	1.037	Test_2Back	5	c	c
264.552	1.70	0.965	Test_2Back	5	c	c
266.752	1.70	1.025	Test_2Back	5	n	n
268.952	1.70	0.984	Test_2Back	5	n	n
271.152	1.70	1.213	Test_2Back	5	c	c
273.352	1.70	0.982	Test_2Back	5	c	n
275.552	1.70	1.089	Test_2Back	5	c	n
277.752	1.70	1.039	Test_2Back	5	n	n
299.952	1.70	n/a	Test_3Back	6	n/a	n/a
302.152	1.70	n/a	Test_3Back	6	n/a	n/a
304.352	1.70	n/a	Test_3Back	6	n/a	n/a
306.552	1.70	1.058	Test_3Back	6	c	c
308.752	1.70	1.111	Test_3Back	6	n	n
310.952	1.70	1.019	Test_3Back	6	c	c
313.152	1.70	1.050	Test_3Back	6	n	n
315.352	1.70	1.030	Test_3Back	6	c	c
317.552	1.70	1.088	Test_3Back	6	c	c
319.752	1.70	1.059	Test_3Back	6	n	n
321.952	1.70	1.006	Test_3Back	6	c	c
324.152	1.70	0.861	Test_3Back	6	c	c
326.352	1.70	1.083	Test_3Back	6	c	c
328.552	1.70	1.194	Test_3Back	6	n	n
330.752	1.70	1.139	Test_3Back	6	n	n
332.952	1.70	1.043	Test_3Back	6	n	n
355.152	1.70	n/a	Test_1Back	7	n/a	n/a
357.352	1.70	0.825	Test_1Back	7	n	n
359.552	1.70	0.905	Test_1Back	7	c	c
361.752	1.70	1.005	Test_1Back	7	n	n
363.952	1.70	0.969	Test_1Back	7	n	c
366.152	1.70	0.811	Test_1Back	7	c	c
368.352	1.70	1.041	Test_1Back	7	c	c
370.552	1.70	0.937	Test_1Back	7	c	c
372.752	1.70	0.828	Test_1Back	7	c	c
374.952	1.70	0.710	Test_1Back	7	c	n
377.152	1.70	0.821	Test_1Back	7	n	n
379.352	1.70	0.854	Test_1Back	7	n	n
381.552	1.70	0.877	Test_1Back	7	c	n
383.752	1.70	0.944	Test_1Back	7	c	c
385.952	1.70	0.947	Test_1Back	7	c	c
388.152	1.70	1.008	Test_1Back	7	c	c
410.352	1.70	n/a	Test_2Back	8	n/a	n/a
412.552	1.70	n/a	Test_2Back	8	n/a	n/a
414.752	1.70	0.808	Test_2Back	8	c	c
416.952	1.70	1.018	Test_2Back	8	n	n
419.152	1.70	0.937	Test_2Back	8	c	n
421.352	1.70	1.010	Test_2Back	8	c	c
423.552	1.70	0.888	Test_2Back	8	c	c
425.752	1.70	1.166	Test_2Back	8	c	c
427.952	1.70	0.904	Test_2Back	8	c	c
430.152	1.70	0.908	Test_2Back	8	n	n
432.352	1.70	1.020	Test_2Back	8	n	n
434.552	1.70	0.819	Test_2Back	8	n	n
436.752	1.70	1.072	Test_2Back	8	c	c
438.952	1.70	0.940	Test_2Back	8	n	n
441.152	1.70	0.920	Test_2Back	8	c	c
443.352	1.70	0.814	Test_2Back	8	n	n
465.552	1.70	n/a	Test_3Back	9	n/a	n/a
467.752	1.70	n/a	Test_3Back	9	n/a	n/a
469.952	1.70	n/a	Test_3Back	9	n/a	n/a
472.152	1.70	1.399	Test_3Back	9	n	n
474.352	1.70	1.160	Test_3Back	9	n	n
476.552	1.70	1.242	Test_3Back	9	n	c
478.752	1.70	0.914	Test_3Back	9	n	n
480.952	1.70	1.153	Test_3Back	9	n	n
483.152	1.70	0.964	Test_3Back	9	c	c
485.352	1.70	1.105	Test_3Back	9	n	n
487.552	1.70	1.029	Test_3Back	9	n	n
489.752	1.70	1.063	Test_3Back	9	n	n
491.952	1.70	1.025	Test_3Back	9	c	c
494.152	1.70	1.048	Test_3Back	9	n	n
496.352	1.70	0.948	Test_3Back	9	n	n
498.552	1.70	1.098	Test_3Back	9	n	n
520.752	1.70	n/a	Test_1Back	10	n/a	n/a
522.952	1.70	0.847	Test_1Back	10	c	n
525.152	1.70	0.791	Test_1Back	10	c	c
527.352	1.70	0.970	Test_1Back	10	n	n
529.552	1.70	0.830	Test_1Back	10	n	n
531.752	1.70	0.878	Test_1Back	10	c	c
533.952	1.70	0.966	Test_1Back	10	n	n
536.152	1.70	1.052	Test_1Back	10	n	n
538.352	1.70	0.766	Test_1Back	10	n	n
540.552	1.70	0.733	Test_1Back	10	c	c
542.752	1.70	0.939	Test_1Back	10	c	c
544.952	1.70	0.905	Test_1Back	10	c	c
547.152	1.70	0.885	Test_1Back	10	n	n
549.352	1.70	0.931	Test_1Back	10	n	n
551.552	1.70	0.880	Test_1Back	10	n	n
553.752	1.70	0.769	Test_1Back	10	n	n
575.952	1.70	n/a	Test_2Back	11	n/a	n/a
578.152	1.70	n/a	Test_2Back	11	n/a	n/a
580.352	1.70	0.995	Test_2Back	11	c	n
582.552	1.70	0.961	Test_2Back	11	n	c
584.752	1.70	0.938	Test_2Back	11	c	c
586.952	1.70	0.933	Test_2Back	11	c	c
589.152	1.70	0.910	Test_2Back	11	c	c
591.352	1.70	0.906	Test_2Back	11	c	c
593.552	1.70	0.942	Test_2Back	11	n	n
595.752	1.70	1.089	Test_2Back	11	c	n
597.952	1.70	1.118	Test_2Back	11	n	n
600.152	1.70	1.034	Test_2Back	11	n	n
602.352	1.70	0.922	Test_2Back	11	n	n
604.552	1.70	1.041	Test_2Back	11	c	n
606.752	1.70	1.049	Test_2Back	11	n	n
608.952	1.70	1.128	Test_2Back	11	c	c
631.152	1.70	n/a	Test_3Back	12	n/a	n/a
633.352	1.70	n/a	Test_3Back	12	n/a	n/a
635.552	1.70	n/a	Test_3Back	12	n/a	n/a
637.752	1.70	1.088	Test_3Back	12	c	c
639.952	1.70	1.065	Test_3Back	12	n	n
642.152	1.70	1.044	Test_3Back	12	c	c
644.352	1.70	1.001	Test_3Back	12	c	c
646.552	1.70	1.110	Test_3Back	12	n	n
648.752	1.70	1.057	Test_3Back	12	n	n
650.952	1.70	1.103	Test_3Back	12	c	n
653.152	1.70	1.100	Test_3Back	12	c	c
655.352	1.70	1.167	Test_3Back	12	c	c
657.552	1.70	1.026	Test_3Back	12	n	n
659.752	1.70	1.038	Test_3Back	12	n	c
661.952	1.70	1.111	Test_3Back	12	c	c
664.152	1.70	1.285	Test_3Back	12	n	n
686.352	1.70	n/a	Test_1Back	13	n/a	n/a
688.552	1.70	0.995	Test_1Back	13	c	c
690.752	1.70	0.977	Test_1Back	13	n	c
692.952	1.70	0.950	Test_1Back	13	c	c
695.152	1.70	0.843	Test_1Back	13	c	c
697.352	1.70	0.958	Test_1Back	13	n	c
699.552	1.70	0.918	Test_1Back	13	c	c
701.752	1.70	0.963	Test_1Back	13	c	c
703.952	1.70	0.805	Test_1Back	13	n	n
706.152	1.70	0.774	Test_1Back	13	n	n
708.352	1.70	0.763	Test_1Back	13	c	n
710.552	1.70	0.885	Test_1Back	13	n	n
712.752	1.70	0.941	Test_1Back	13	n	n
714.952	1.70	0.876	Test_1Back	13	n	c
717.152	1.70	0.938	Test_1Back	13	c	c
719.352	1.70	0.872	Test_1Back	13	c	c
741.552	1.70	n/a	Test_2Back	14	n/a	n/a
743.752	1.70	n/a	Test_2Back	14	n/a	n/a
745.952	1.70	0.854	Test_2Back	14	n	n
748.152	1.70	1.113	Test_2Back	14	c	c
750.352	1.70	1.099	Test_2Back	14	n	n
752.552	1.70	1.006	Test_2Back	14	n	n
754.752	1.70	1.035	Test_2Back	14	c	c
756.952	1.70	0.929	Test_2Back	14	n	n
759.152	1.70	0.856	Test_2Back	14	n	n
761.352	1.70	0.984	Test_2Back	14	n	n
763.552	1.70	0.987	Test_2Back	14	n	n
765.752	1.70	1.030	Test_2Back	14	n	n
767.952	1.70	1.121	Test_2Back	14	n	n
770.152	1.70	1.100	Test_2Back	14	n	n
772.352	1.70	1.173	Test_2Back	14	c	c
774.552	1.70	1.020	Test_2Back	14	n	n
796.752	1.70	n/a	Test_3Back	15	n/a	n/a
798.952	1.70	n/a	Test_3Back	15	n/a	n/a
801.152	1.70	n/a	Test_3Back	15	n/a	n/a
803.352	1.70	1.127	Test_3Back	15	n	n
805.552	1.70	1.237	Test_3Back	15	c	n
807.752	1.70	1.166	Test_3Back	15	c	c
809.952	1.70	1.102	Test_3Back	15	n	n
812.152	1.70	1.227	Test_3Back	15	c	c
814.352	1.70	1.089	Test_3Back	15	c	c
816.552	1.70	1.208	Test_3Back	15	n	n
818.752	1.70	1.136	Test_3Back	15	c	c
820.952	1.70	1.047	Test_3Back	15	n	n
823.152	1.70	1.084	Test_3Back	15	c	c
825.352	1.70	1.017	Test_3Back	15	c	c
827.552	1.70	1.197	Test_3Back	15	n	n
829.752	1.70	1.167	Test_3Back	15	n	n
851.952	1.70	n/a	Test_1Back	16	n/a	n/a
854.152	1.70	0.805	Test_1Back	16	n	n
856.352	1.70	0.777	Test_1Back	16	c	c
858.552	1.70	0.768	Test_1Back	16	c	c
860.752	1.70	1.043	Test_1Back	16	n	n
862.952	1.70	0.962	Test_1Back	16	n	n
865.152	1.70	1.086	Test_1Back	16	c	c
867.352	1.70	0.795	Test_1Back	16	n	n
869.552	1.70	0.767	Test_1Back	16	n	c
871.752	1.70	0.799	Test_1Back	16	c	c
873.952	1.70	0.995	Test_1Back	16	n	n
876.152	1.70	0.829	Test_1Back	16	n	n
878.352	1.70	0.706	Test_1Back	16	c	n
880.552	1.70	0.854	Test_1Back	16	c	c
882.752	1.70	0.766	Test_1Back	16	c	c
884.952	1.70	0.922	Test_1Back	16	n	n
907.152	1.70	n/a	Test_2Back	17	n/a	n/a
909.352	1.70	n/a	Test_2Back	17	n/a	n/a
911.552	1.70	1.000	Test_2Back	17	c	c
913.752	1.70	0.990	Test_2Back	17	c	c
915.952	1.70	1.002	Test_2Back	17	c	c
918.152	1.70	0.953	Test_2Back	17	n	n
920.352	1.70	1.025	Test_2Back	17	c	c
922.552	1.70	1.161	Test_2Back	17	n	n
924.752	1.70	1.003	Test_2Back	17	n	n
926.952	1.70	0.869	Test_2Back	17	c	c
929.152	1.70	1.078	Test_2Back	17	n	n
931.352	1.70	1.112	Test_2Back	17	c	n
933.552	1.70	1.011	Test_2Back	17	c	c
935.752	1.70	0.807	Test_2Back	17	n	n
937.952	1.70	0.958	Test_2Back	17	c	c
940.152	1.70	0.810	Test_2Back	17	c	c
962.352	1.70	n/a	Test_3Back	18	n/a	n/a
964.552	1.70	n/a	Test_3Back	18	n/a	n/a
966.752	1.70	n/a	Test_3Back	18	n/a	n/a
968.952	1.70	1.008	Test_3Back	18	n	n
971.152	1.70	1.026	Test_3Back	18	n	n
973.352	1.70	1.114	Test_3Back	18	c	c
975.552	1.70	1.216	Test_3Back	18	n	n
977.752	1.70	1.083	Test_3Back	18	n	n
979.952	1.70	1.229	Test_3Back	18	n	n
982.152	1.70	1.161	Test_3Back	18	n	n
984.352	1.70	1.164	Test_3Back	18	c	c
986.552	1.70	1.240	Test_3Back	18	n	n
988.752	1.70	1.003	Test_3Back	18	c	c
990.952	1.70	0.928	Test_3Back	18	n	n
993.152	1.70	1.074	Test_3Back	18	c	c
995.352	1.70	0.917	Test_3Back	18	n	c
