onset	duration	response_time	trial_type	block	value	exp_value
262.574	1.70	1.069	Test_2Back	5	n	n
264.774	1.70	0.918	Test_2Back	5	c	c
266.974	1.70	0.849	Test_2Back	5	n	n
269.174	1.70	1.283	Test_2Back	5	n	c
271.374	1.70	0.983	Test_2Back	5	c	c
273.574	1.70	0.947	Test_2Back	5	n	n
275.774	1.70	0.955	Test_2Back	5	n	n
297.974	1.70	n/a	Test_3Back	6	n/a	n/a
300.174	1.70	n/a	Test_3Back	6	n/a	n/a
302.374	1.70	n/a	Test_3Back	6	n/a	n/a
304.574	1.70	1.122	Test_3Back	6	n	n
306.774	1.70	1.196	Test_3Back	6	c	c
308.974	1.70	1.009	Test_3Back	6	n	n
311.174	1.70	0.942	Test_3Back	6	n	n
313.374	1.70	1.118	Test_3Back	6	c	c
315.574	1.70	1.114	Test_3Back	6	c	c
317.774	1.70	1.134	Test_3Back	6	c	c
319.974	1.70	1.119	Test_3Back	6	n	n
322.174	1.70	1.156	Test_3Back	6	n	n
324.374	1.70	1.156	Test_3Back	6	c	c
326.574	1.70	1.064	Test_3Back	6	n	c
328.774	1.70	1.071	Test_3Back	6	n	n
330.974	1.70	1.064	Test_3Back	6	n	c
353.174	1.70	n/a	Test_1Back	7	n/a	n/a
355.374	1.70	0.843	Test_1Back	7	n	n
357.574	1.70	0.907	Test_1Back	7	n	n
359.774	1.70	1.053	Test_1Back	7	c	c
361.974	1.70	0.721	Test_1Back	7	c	n
364.174	1.70	1.162	Test_1Back	7	n	n
366.374	1.70	0.987	Test_1Back	7	n	n
368.574	1.70	0.945	Test_1Back	7	c	c
370.774	1.70	0.878	Test_1Back	7	c	c
372.974	1.70	1.098	Test_1Back	7	n	n
375.174	1.70	0.779	Test_1Back	7	n	n
377.374	1.70	0.920	Test_1Back	7	c	c
379.574	1.70	0.761	Test_1Back	7	n	n
381.774	1.70	1.132	Test_1Back	7	n	n
383.974	1.70	0.869	Test_1Back	7	n	n
386.174	1.70	0.925	Test_1Back	7	c	n
408.374	1.70	n/a	Test_2Back	8	n/a	n/a
410.574	1.70	n/a	Test_2Back	8	n/a	n/a
412.774	1.70	0.950	Test_2Back	8	n	c
414.974	1.70	1.075	Test_2Back	8	c	n
417.174	1.70	0.992	Test_2Back	8	c	c
419.374	1.70	1.057	Test_2Back	8	n	n
421.574	1.70	0.956	Test_2Back	8	c	n
423.774	1.70	1.085	Test_2Back	8	c	c
425.974	1.70	1.153	Test_2Back	8	c	c
428.174	1.70	0.965	Test_2Back	8	c	c
430.374	1.70	0.992	Test_2Back	8	n	n
432.574	1.70	0.977	Test_2Back	8	n	n
434.774	1.70	1.059	Test_2Back	8	n	n
436.974	1.70	0.963	Test_2Back	8	n	n
439.174	1.70	0.993	Test_2Back	8	n	n
441.374	1.70	1.039	Test_2Back	8	n	n
463.574	1.70	n/a	Test_3Back	9	n/a	n/a
465.774	1.70	n/a	Test_3Back	9	n/a	n/a
467.974	1.70	n/a	Test_3Back	9	n/a	n/a
470.174	1.70	1.258	Test_3Back	9	n	n
472.374	1.70	1.132	Test_3Back	9	c	c
474.574	1.70	1.226	Test_3Back	9	n	n
476.774	1.70	1.056	Test_3Back	9	c	c
478.974	1.70	0.992	Test_3Back	9	c	c
481.174	1.70	1.157	Test_3Back	9	c	n
483.374	1.70	0.945	Test_3Back	9	c	c
485.574	1.70	1.059	Test_3Back	9	n	n
487.774	1.70	1.204	Test_3Back	9	n	n
489.974	1.70	1.011	Test_3Back	9	c	c
492.174	1.70	1.103	Test_3Back	9	c	c
494.374	1.70	1.120	Test_3Back	9	c	c
496.574	1.70	0.834	Test_3Back	9	c	c
518.774	1.70	n/a	Test_1Back	10	n/a	n/a
520.974	1.70	0.871	Test_1Back	10	c	c
523.174	1.70	0.845	Test_1Back	10	c	c
525.374	1.70	0.933	Test_1Back	10	c	c
527.574	1.70	0.837	Test_1Back	10	c	n
529.774	1.70	0.972	Test_1Back	10	n	n
531.974	1.70	1.000	Test_1Back	10	c	c
534.174	1.70	0.838	Test_1Back	10	n	n
536.374	1.70	0.793	Test_1Back	10	n	n
538.574	1.70	1.077	Test_1Back	10	n	n
540.774	1.70	0.919	Test_1Back	10	n	n
542.974	1.70	0.886	Test_1Back	10	c	c
545.174	1.70	0.862	Test_1Back	10	c	n
547.374	1.70	0.881	Test_1Back	10	n	n
549.574	1.70	0.695	Test_1Back	10	n	c
551.774	1.70	0.843	Test_1Back	10	c	n
573.974	1.70	n/a	Test_2Back	11	n/a	n/a
576.174	1.70	n/a	Test_2Back	11	n/a	n/a
578.374	1.70	1.026	Test_2Back	11	c	c
580.574	1.70	1.035	Test_2Back	11	c	c
582.774	1.70	1.084	Test_2Back	11	c	c
584.974	1.70	0.923	Test_2Back	11	c	c
587.174	1.70	1.009	Test_2Back	11	n	n
589.374	1.70	1.134	Test_2Back	11	c	c
591.574	1.70	0.970	Test_2Back	11	c	c
593.774	1.70	1.163	Test_2Back	11	c	c
595.974	1.70	0.992	Test_2Back	11	n	n
598.174	1.70	1.152	Test_2Back	11	c	n
600.374	1.70	1.017	Test_2Back	11	c	n
602.574	1.70	1.090	Test_2Back	11	n	n
604.774	1.70	1.118	Test_2Back	11	n	n
606.974	1.70	1.024	Test_2Back	11	c	c
629.174	1.70	n/a	Test_3Back	12	n/a	n/a
631.374	1.70	n/a	Test_3Back	12	n/a	n/a
633.574	1.70	n/a	Test_3Back	12	n/a	n/a
635.774	1.70	1.067	Test_3Back	12	c	c
637.974	1.70	1.086	Test_3Back	12	c	c
640.174	1.70	0.968	Test_3Back	12	n	n
642.374	1.70	1.164	Test_3Back	12	c	n
644.574	1.70	1.283	Test_3Back	12	c	c
646.774	1.70	1.051	Test_3Back	12	n	n
648.974	1.70	1.179	Test_3Back	12	n	n
651.174	1.70	1.210	Test_3Back	12	n	n
653.374	1.70	1.206	Test_3Back	12	c	n
655.574	1.70	1.177	Test_3Back	12	n	n
657.774	1.70	1.166	Test_3Back	12	n	n
659.974	1.70	1.118	Test_3Back	12	c	c
662.174	1.70	0.981	Test_3Back	12	n	n
684.374	1.70	n/a	Test_1Back	13	n/a	n/a
686.574	1.70	1.055	Test_1Back	13	c	c
688.774	1.70	0.863	Test_1Back	13	n	n
690.974	1.70	0.840	Test_1Back	13	n	n
693.174	1.70	0.845	Test_1Back	13	n	n
695.374	1.70	0.960	Test_1Back	13	n	n
697.574	1.70	0.929	Test_1Back	13	n	n
699.774	1.70	0.916	Test_1Back	13	n	n
701.974	1.70	0.837	Test_1Back	13	n	n
704.174	1.70	0.911	Test_1Back	13	n	n
706.374	1.70	1.018	Test_1Back	13	n	n
708.574	1.70	0.870	Test_1Back	13	n	n
710.774	1.70	0.757	Test_1Back	13	c	c
712.974	1.70	0.973	Test_1Back	13	n	n
715.174	1.70	0.903	Test_1Back	13	c	c
717.374	1.70	0.805	Test_1Back	13	n	n
739.574	1.70	n/a	Test_2Back	14	n/a	n/a
741.774	1.70	n/a	Test_2Back	14	n/a	n/a
743.974	1.70	1.060	Test_2Back	14	c	c
746.174	1.70	0.947	Test_2Back	14	c	c
748.374	1.70	0.982	Test_2Back	14	c	c
750.574	1.70	0.888	Test_2Back	14	c	c
752.774	1.70	1.000	Test_2Back	14	n	n
754.974	1.70	0.892	Test_2Back	14	c	c
757.174	1.70	0.853	Test_2Back	14	c	c
759.374	1.70	0.940	Test_2Back	14	n	c
761.574	1.70	0.985	Test_2Back	14	n	n
763.774	1.70	0.995	Test_2Back	14	c	c
765.974	1.70	1.041	Test_2Back	14	c	c
768.174	1.70	0.879	Test_2Back	14	n	n
770.374	1.70	0.857	Test_2Back	14	n	n
772.574	1.70	0.955	Test_2Back	14	c	n
794.774	1.70	n/a	Test_3Back	15	n/a	n/a
796.974	1.70	n/a	Test_3Back	15	n/a	n/a
799.174	1.70	n/a	Test_3Back	15	n/a	n/a
801.374	1.70	1.354	Test_3Back	15	n	n
803.574	1.70	1.029	Test_3Back	15	n	n
805.774	1.70	1.104	Test_3Back	15	c	c
807.974	1.70	1.053	Test_3Back	15	c	c
810.174	1.70	1.011	Test_3Back	15	c	c
812.374	1.70	1.137	Test_3Back	15	n	n
814.574	1.70	1.064	Test_3Back	15	c	c
816.774	1.70	1.117	Test_3Back	15	n	n
818.974	1.70	1.027	Test_3Back	15	c	c
821.174	1.70	1.015	Test_3Back	15	c	c
823.374	1.70	1.116	Test_3Back	15	c	c
825.574	1.70	1.066	Test_3Back	15	c	c
827.774	1.70	1.106	Test_3Back	15	n	n
849.974	1.70	n/a	Test_1Back	16	n/a	n/a
852.174	1.70	0.796	Test_1Back	16	n	n
854.374	1.70	0.754	Test_1Back	16	n	n
856.574	1.70	0.824	Test_1Back	16	n	n
858.774	1.70	0.976	Test_1Back	16	n	n
860.974	1.70	0.865	Test_1Back	16	n	n
863.174	1.70	0.916	Test_1Back	16	n	n
865.374	1.70	1.064	Test_1Back	16	n	n
867.574	1.70	1.014	Test_1Back	16	c	c
869.774	1.70	0.842	Test_1Back	16	c	c
871.974	1.70	0.879	Test_1Back	16	n	n
874.174	1.70	0.921	Test_1Back	16	c	c
876.374	1.70	1.040	Test_1Back	16	n	c
878.574	1.70	0.872	Test_1Back	16	c	n
880.774	1.70	0.828	Test_1Back	16	n	c
882.974	1.70	0.866	Test_1Back	16	n	c
905.174	1.70	n/a	Test_2Back	17	n/a	n/a
907.374	1.70	n/a	Test_2Back	17	n/a	n/a
909.574	1.70	0.984	Test_2Back	17	n	n
911.774	1.70	0.955	Test_2Back	17	n	n
913.974	1.70	1.091	Test_2Back	17	n	n
916.174	1.70	0.860	Test_2Back	17	n	n
918.374	1.70	1.080	Test_2Back	17	n	n
920.574	1.70	1.036	Test_2Back	17	n	n
922.774	1.70	1.118	Test_2Back	17	n	n
924.974	1.70	1.064	Test_2Back	17	n	n
927.174	1.70	1.100	Test_2Back	17	n	n
929.374	1.70	0.926	Test_2Back	17	c	c
931.574	1.70	1.032	Test_2Back	17	c	c
933.774	1.70	0.875	Test_2Back	17	c	c
935.974	1.70	1.137	Test_2Back	17	n	n
938.174	1.70	0.907	Test_2Back	17	c	c
960.374	1.70	n/a	Test_3Back	18	n/a	n/a
962.574	1.70	n/a	Test_3Back	18	n/a	n/a
964.774	1.70	n/a	Test_3Back	18	n/a	n/a
966.974	1.70	1.092	Test_3Back	18	c	c
969.174	1.70	1.062	Test_3Back	18	c	c
971.374	1.70	1.216	Test_3Back	18	c	c
973.574	1.70	1.010	Test_3Back	18	c	c
975.774	1.70	1.096	Test_3Back	18	c	c
977.974	1.70	1.051	Test_3Back	18	c	c
980.174	1.70	1.071	Test_3Back	18	n	n
982.374	1.70	1.188	Test_3Back	18	n	n
984.574	1.70	1.260	Test_3Back	18	c	c
986.774	1.70	1.075	Test_3Back	18	c	n
988.974	1.70	1.151	Test_3Back	18	c	n
991.174	1.70	1.078	Test_3Back	18	n	n
993.374	1.70	1.096	Test_3Back	18	c	c
