onset	duration	response_time	trial_type	block	value	exp_value
240.951	1.70	n/a	Test_2Back	5	n/a	n/a
243.151	1.70	n/a	Test_2Back	5	n/a	n/a
245.351	1.70	1.211	Test_2Back	5	c	c
247.551	1.70	1.020	Test_2Back	5	c	c
249.751	1.70	1.008	Test_2Back	5	c	c
251.951	1.70	0.868	Test_2Back	5	n	n
254.151	1.70	1.071	Test_2Back	5	n	n
256.351	1.70	0.974	Test_2Back	5	n	n
258.551	1.70	1.002	Test_2Back	5	n	n
260.751	1.70	1.002	Test_2Back	5	c	n
262.951	1.70	1.100	Test_2Back	5	c	c
265.151	1.70	1.079	Test_2Back	5	n	n
267.351	1.70	1.111	Test_2Back	5	n	n
269.551	1.70	1.114	Test_2Back	5	n	n
271.751	1.70	1.032	Test_2Back	5	n	n
273.951	1.70	1.025	Test_2Back	5	c	c
296.151	1.70	n/a	Test_3Back	6	n/a	n/a
298.351	1.70	n/a	Test_3Back	6	n/a	n/a
300.551	1.70	n/a	Test_3Back	6	n/a	n/a
302.751	1.70	1.225	Test_3Back	6	n	n
304.951	1.70	0.987	Test_3Back	6	c	c
307.151	1.70	0.953	Test_3Back	6	n	n
309.351	1.70	1.240	Test_3Back	6	c	c
311.551	1.70	1.093	Test_3Back	6	c	c
313.751	1.70	1.234	Test_3Back	6	c	c
315.951	1.70	0.913	Test_3Back	6	n	n
318.151	1.70	1.007	Test_3Back	6	c	c
320.351	1.70	0.892	Test_3Back	6	n	n
322.551	1.70	1.061	Test_3Back	6	n	n
324.751	1.70	0.992	Test_3Back	6	c	c
326.951	1.70	1.027	Test_3Back	6	n	n
329.151	1.70	1.138	Test_3Back	6	n	n
351.351	1.70	n/a	Test_1Back	7	n/a	n/a
353.551	1.70	1.007	Test_1Back	7	c	c
355.751	1.70	0.856	Test_1Back	7	c	c
357.951	1.70	0.904	Test_1Back	7	n	n
360.151	1.70	0.950	Test_1Back	7	n	n
362.351	1.70	0.953	Test_1Back	7	c	c
364.551	1.70	0.938	Test_1Back	7	c	c
366.751	1.70	0.918	Test_1Back	7	n	n
368.951	1.70	0.961	Test_1Back	7	n	n
371.151	1.70	0.840	Test_1Back	7	n	n
373.351	1.70	0.865	Test_1Back	7	n	n
375.551	1.70	1.007	Test_1Back	7	n	n
377.751	1.70	0.919	Test_1Back	7	n	n
379.951	1.70	0.890	Test_1Back	7	n	n
382.151	1.70	0.668	Test_1Back	7	c	c
384.351	1.70	0.915	Test_1Back	7	c	c
406.551	1.70	n/a	Test_2Back	8	n/a	n/a
408.751	1.70	n/a	Test_2Back	8	n/a	n/a
410.951	1.70	1.125	Test_2Back	8	c	n
413.151	1.70	1.076	Test_2Back	8	n	n
415.351	1.70	1.127	Test_2Back	8	n	n
417.551	1.70	1.109	Test_2Back	8	n	n
419.751	1.70	0.987	Test_2Back	8	c	c
421.951	1.70	0.960	Test_2Back	8	c	c
424.151	1.70	1.055	Test_2Back	8	c	c
426.351	1.70	0.863	Test_2Back	8	c	n
428.551	1.70	1.048	Test_2Back	8	n	n
430.751	1.70	0.990	Test_2Back	8	n	n
432.951	1.70	0.962	Test_2Back	8	n	n
435.151	1.70	1.069	Test_2Back	8	c	n
437.351	1.70	1.009	Test_2Back	8	c	c
439.551	1.70	0.877	Test_2Back	8	n	n
461.751	1.70	n/a	Test_3Back	9	n/a	n/a
463.951	1.70	n/a	Test_3Back	9	n/a	n/a
466.151	1.70	n/a	Test_3Back	9	n/a	n/a
468.351	1.70	1.173	Test_3Back	9	n	n
470.551	1.70	1.127	Test_3Back	9	n	n
472.751	1.70	1.275	Test_3Back	9	c	c
474.951	1.70	1.231	Test_3Back	9	c	c
477.151	1.70	1.195	Test_3Back	9	n	n
479.351	1.70	0.985	Test_3Back	9	c	c
481.551	1.70	1.052	Test_3Back	9	n	c
483.751	1.70	1.109	Test_3Back	9	c	c
485.951	1.70	1.225	Test_3Back	9	c	c
488.151	1.70	1.021	Test_3Back	9	c	c
490.351	1.70	1.165	Test_3Back	9	c	c
492.551	1.70	1.294	Test_3Back	9	n	n
494.751	1.70	1.076	Test_3Back	9	n	c
516.951	1.70	n/a	Test_1Back	10	n/a	n/a
519.151	1.70	0.883	Test_1Back	10	c	c
521.351	1.70	0.812	Test_1Back	10	c	n
523.551	1.70	0.842	Test_1Back	10	n	n
525.751	1.70	1.000	Test_1Back	10	n	n
527.951	1.70	0.868	Test_1Back	10	n	c
530.151	1.70	0.888	Test_1Back	10	n	n
532.351	1.70	0.969	Test_1Back	10	n	n
534.551	1.70	0.791	Test_1Back	10	n	c
536.751	1.70	0.924	Test_1Back	10	n	n
538.951	1.70	0.948	Test_1Back	10	n	n
541.151	1.70	0.821	Test_1Back	10	c	c
543.351	1.70	0.973	Test_1Back	10	c	c
545.551	1.70	0.955	Test_1Back	10	c	c
547.751	1.70	0.821	Test_1Back	10	c	c
549.951	1.70	1.002	Test_1Back	10	c	c
572.151	1.70	n/a	Test_2Back	11	n/a	n/a
574.351	1.70	n/a	Test_2Back	11	n/a	n/a
576.551	1.70	0.946	Test_2Back	11	n	n
578.751	1.70	0.826	Test_2Back	11	c	c
580.951	1.70	0.796	Test_2Back	11	c	c
583.151	1.70	0.995	Test_2Back	11	c	c
585.351	1.70	1.007	Test_2Back	11	c	c
587.551	1.70	1.040	Test_2Back	11	c	c
589.751	1.70	0.865	Test_2Back	11	c	c
591.951	1.70	0.847	Test_2Back	11	n	c
594.151	1.70	1.072	Test_2Back	11	n	n
596.351	1.70	1.023	Test_2Back	11	n	n
598.551	1.70	0.931	Test_2Back	11	c	c
600.751	1.70	1.043	Test_2Back	11	c	c
602.951	1.70	1.126	Test_2Back	11	c	c
605.151	1.70	1.023	Test_2Back	11	c	c
627.351	1.70	n/a	Test_3Back	12	n/a	n/a
629.551	1.70	n/a	Test_3Back	12	n/a	n/a
631.751	1.70	n/a	Test_3Back	12	n/a	n/a
633.951	1.70	1.054	Test_3Back	12	n	n
636.151	1.70	1.100	Test_3Back	12	n	n
638.351	1.70	1.242	Test_3Back	12	c	n
640.551	1.70	1.085	Test_3Back	12	c	c
642.751	1.70	1.042	Test_3Back	12	n	n
644.951	1.70	1.065	Test_3Back	12	n	n
647.151	1.70	1.031	Test_3Back	12	n	n
649.351	1.70	1.006	Test_3Back	12	n	n
651.551	1.70	1.028	Test_3Back	12	c	c
653.751	1.70	1.023	Test_3Back	12	c	c
655.951	1.70	1.000	Test_3Back	12	c	c
658.151	1.70	1.088	Test_3Back	12	n	c
660.351	1.70	1.178	Test_3Back	12	n	n
682.551	1.70	n/a	Test_1Back	13	n/a	n/a
684.751	1.70	0.820	Test_1Back	13	n	n
686.951	1.70	0.994	Test_1Back	13	c	c
689.151	1.70	0.836	Test_1Back	13	c	c
691.351	1.70	0.791	Test_1Back	13	c	c
693.551	1.70	0.789	Test_1Back	13	n	n
695.751	1.70	1.082	Test_1Back	13	n	n
697.951	1.70	0.941	Test_1Back	13	n	n
700.151	1.70	0.804	Test_1Back	13	c	c
702.351	1.70	0.934	Test_1Back	13	n	n
704.551	1.70	0.702	Test_1Back	13	n	c
706.751	1.70	0.917	Test_1Back	13	n	c
708.951	1.70	0.905	Test_1Back	13	n	n
711.151	1.70	0.944	Test_1Back	13	n	n
713.351	1.70	0.892	Test_1Back	13	c	c
715.551	1.70	0.912	Test_1Back	13	n	c
737.751	1.70	n/a	Test_2Back	14	n/a	n/a
739.951	1.70	n/a	Test_2Back	14	n/a	n/a
742.151	1.70	0.832	Test_2Back	14	c	c
744.351	1.70	1.100	Test_2Back	14	c	c
746.551	1.70	1.023	Test_2Back	14	c	c
748.751	1.70	0.893	Test_2Back	14	n	n
750.951	1.70	0.852	Test_2Back	14	c	c
753.151	1.70	1.013	Test_2Back	14	n	n
755.351	1.70	1.201	Test_2Back	14	c	c
757.551	1.70	0.996	Test_2Back	14	c	c
759.751	1.70	0.871	Test_2Back	14	n	n
761.951	1.70	1.066	Test_2Back	14	n	c
764.151	1.70	0.888	Test_2Back	14	c	c
766.351	1.70	1.016	Test_2Back	14	c	c
768.551	1.70	1.204	Test_2Back	14	n	n
770.751	1.70	0.749	Test_2Back	14	c	c
792.951	1.70	n/a	Test_3Back	15	n/a	n/a
795.151	1.70	n/a	Test_3Back	15	n/a	n/a
797.351	1.70	n/a	Test_3Back	15	n/a	n/a
799.551	1.70	1.078	Test_3Back	15	n	n
801.751	1.70	1.095	Test_3Back	15	n	c
803.951	1.70	1.004	Test_3Back	15	c	c
806.151	1.70	1.081	Test_3Back	15	c	c
808.351	1.70	1.087	Test_3Back	15	c	c
810.551	1.70	1.166	Test_3Back	15	n	n
812.751	1.70	1.085	Test_3Back	15	n	n
814.951	1.70	1.085	Test_3Back	15	c	c
817.151	1.70	1.060	Test_3Back	15	n	n
819.351	1.70	1.038	Test_3Back	15	c	c
821.551	1.70	1.016	Test_3Back	15	n	n
823.751	1.70	1.016	Test_3Back	15	n	n
825.951	1.70	1.169	Test_3Back	15	n	n
848.151	1.70	n/a	Test_1Back	16	n/a	n/a
850.351	1.70	0.905	Test_1Back	16	c	c
852.551	1.70	0.887	Test_1Back	16	c	c
854.751	1.70	1.112	Test_1Back	16	n	n
856.951	1.70	0.818	Test_1Back	16	n	n
859.151	1.70	0.990	Test_1Back	16	c	c
861.351	1.70	0.853	Test_1Back	16	n	n
863.551	1.70	0.928	Test_1Back	16	c	c
865.751	1.70	1.050	Test_1Back	16	n	n
867.951	1.70	1.080	Test_1Back	16	n	n
870.151	1.70	0.902	Test_1Back	16	n	n
872.351	1.70	0.975	Test_1Back	16	c	c
874.551	1.70	0.794	Test_1Back	16	n	n
876.751	1.70	0.887	Test_1Back	16	n	n
878.951	1.70	0.957	Test_1Back	16	c	c
881.151	1.70	0.911	Test_1Back	16	n	n
903.351	1.70	n/a	Test_2Back	17	n/a	n/a
905.551	1.70	n/a	Test_2Back	17	n/a	n/a
907.751	1.70	1.018	Test_2Back	17	c	c
909.951	1.70	0.951	Test_2Back	17	c	c
912.151	1.70	1.056	Test_2Back	17	n	n
914.351	1.70	0.766	Test_2Back	17	n	n
916.551	1.70	1.057	Test_2Back	17	n	c
918.751	1.70	0.940	Test_2Back	17	c	c
920.951	1.70	1.067	Test_2Back	17	c	c
923.151	1.70	1.056	Test_2Back	17	c	n
925.351	1.70	1.144	Test_2Back	17	c	c
927.551	1.70	0.856	Test_2Back	17	n	n
929.751	1.70	0.920	Test_2Back	17	c	c
931.951	1.70	0.949	Test_2Back	17	n	c
934.151	1.70	0.997	Test_2Back	17	c	c
936.351	1.70	1.069	Test_2Back	17	n	n
958.551	1.70	n/a	Test_3Back	18	n/a	n/a
960.751	1.70	n/a	Test_3Back	18	n/a	n/a
962.951	1.70	n/a	Test_3Back	18	n/a	n/a
965.151	1.70	1.064	Test_3Back	18	n	n
967.351	1.70	1.040	Test_3Back	18	n	n
969.551	1.70	1.077	Test_3Back	18	n	n
971.751	1.70	1.092	Test_3Back	18	c	c
973.951	1.70	1.006	Test_3Back	18	n	n
976.151	1.70	1.132	Test_3Back	18	n	n
978.351	1.70	0.845	Test_3Back	18	n	n
980.551	1.70	1.095	Test_3Back	18	n	n
982.751	1.70	1.106	Test_3Back	18	c	c
984.951	1.70	1.187	Test_3Back	18	n	n
987.151	1.70	1.093	Test_3Back	18	c	c
989.351	1.70	1.016	Test_3Back	18	n	n
991.551	1.70	1.100	Test_3Back	18	c	c
