onset	duration	response_time	trial_type	block	value	exp_value
527.012	1.70	0.816	Test_1Back	10	n	n
529.212	1.70	0.866	Test_1Back	10	c	c
531.412	1.70	0.913	Test_1Back	10	c	c
533.612	1.70	1.045	Test_1Back	10	c	c
535.812	1.70	0.843	Test_1Back	10	n	n
538.012	1.70	0.886	Test_1Back	10	c	c
540.212	1.70	0.750	Test_1Back	10	c	c
542.412	1.70	0.813	Test_1Back	10	c	c
544.612	1.70	0.955	Test_1Back	10	n	n
546.812	1.70	0.751	Test_1Back	10	c	c
549.012	1.70	0.880	Test_1Back	10	n	n
551.212	1.70	0.833	Test_1Back	10	c	c
553.412	1.70	0.866	Test_1Back	10	c	c
575.612	1.70	n/a	Test_2Back	11	n/a	n/a
577.812	1.70	n/a	Test_2Back	11	n/a	n/a
580.012	1.70	1.088	Test_2Back	11	c	c
582.212	1.70	1.217	Test_2Back	11	n	n
584.412	1.70	0.863	Test_2Back	11	n	n
586.612	1.70	0.991	Test_2Back	11	c	c
588.812	1.70	0.986	Test_2Back	11	n	n
591.012	1.70	0.948	Test_2Back	11	n	n
593.212	1.70	1.101	Test_2Back	11	c	c
595.412	1.70	1.053	Test_2Back	11	c	c
597.612	1.70	0.951	Test_2Back	11	c	c
599.812	1.70	0.931	Test_2Back	11	n	n
602.012	1.70	0.865	Test_2Back	11	c	c
604.212	1.70	0.902	Test_2Back	11	c	c
606.412	1.70	1.107	Test_2Back	11	n	c
608.612	1.70	0.900	Test_2Back	11	n	n
630.812	1.70	n/a	Test_3Back	12	n/a	n/a
633.012	1.70	n/a	Test_3Back	12	n/a	n/a
635.212	1.70	n/a	Test_3Back	12	n/a	n/a
637.412	1.70	1.151	Test_3Back	12	c	c
639.612	1.70	1.057	Test_3Back	12	n	c
641.812	1.70	1.036	Test_3Back	12	c	c
644.012	1.70	1.076	Test_3Back	12	n	n
646.212	1.70	1.120	Test_3Back	12	c	c
648.412	1.70	1.013	Test_3Back	12	c	c
650.612	1.70	1.135	Test_3Back	12	c	c
652.812	1.70	1.055	Test_3Back	12	n	n
655.012	1.70	1.071	Test_3Back	12	n	n
657.212	1.70	1.200	Test_3Back	12	c	c
659.412	1.70	0.976	Test_3Back	12	c	c
661.612	1.70	0.899	Test_3Back	12	n	n
663.812	1.70	1.183	Test_3Back	12	c	c
686.012	1.70	n/a	Test_1Back	13	n/a	n/a
688.212	1.70	0.999	Test_1Back	13	c	c
690.412	1.70	0.893	Test_1Back	13	n	n
692.612	1.70	0.919	Test_1Back	13	c	c
694.812	1.70	0.915	Test_1Back	13	n	n
697.012	1.70	0.792	Test_1Back	13	c	c
699.212	1.70	0.868	Test_1Back	13	n	n
701.412	1.70	0.965	Test_1Back	13	n	n
703.612	1.70	1.030	Test_1Back	13	c	c
705.812	1.70	1.066	Test_1Back	13	n	n
708.012	1.70	0.846	Test_1Back	13	c	c
710.212	1.70	0.888	Test_1Back	13	n	n
712.412	1.70	0.919	Test_1Back	13	c	c
714.612	1.70	0.793	Test_1Back	13	c	c
716.812	1.70	0.941	Test_1Back	13	c	n
719.012	1.70	0.997	Test_1Back	13	c	c
741.212	1.70	n/a	Test_2Back	14	n/a	n/a
743.412	1.70	n/a	Test_2Back	14	n/a	n/a
745.612	1.70	0.882	Test_2Back	14	n	n
747.812	1.70	1.072	Test_2Back	14	c	c
750.012	1.70	1.026	Test_2Back	14	n	n
752.212	1.70	0.848	Test_2Back	14	n	c
754.412	1.70	0.940	Test_2Back	14	n	n
756.612	1.70	0.860	Test_2Back	14	n	n
758.812	1.70	1.083	Test_2Back	14	n	n
761.012	1.70	1.021	Test_2Back	14	n	c
763.212	1.70	1.037	Test_2Back	14	c	c
765.412	1.70	0.994	Test_2Back	14	c	c
767.612	1.70	1.031	Test_2Back	14	n	n
769.812	1.70	1.054	Test_2Back	14	n	n
772.012	1.70	1.084	Test_2Back	14	n	n
774.212	1.70	0.828	Test_2Back	14	n	n
796.412	1.70	n/a	Test_3Back	15	n/a	n/a
798.612	1.70	n/a	Test_3Back	15	n/a	n/a
800.812	1.70	n/a	Test_3Back	15	n/a	n/a
803.012	1.70	0.882	Test_3Back	15	c	c
805.212	1.70	1.097	Test_3Back	15	n	n
807.412	1.70	0.995	Test_3Back	15	c	c
809.612	1.70	0.969	Test_3Back	15	c	c
811.812	1.70	1.074	Test_3Back	15	c	n
814.012	1.70	1.142	Test_3Back	15	n	n
816.212	1.70	0.921	Test_3Back	15	c	c
818.412	1.70	1.053	Test_3Back	15	n	n
820.612	1.70	0.949	Test_3Back	15	c	c
822.812	1.70	1.011	Test_3Back	15	n	n
825.012	1.70	1.085	Test_3Back	15	c	c
827.212	1.70	0.975	Test_3Back	15	c	c
829.412	1.70	1.125	Test_3Back	15	n	n
851.612	1.70	n/a	Test_1Back	16	n/a	n/a
853.812	1.70	0.711	Test_1Back	16	n	c
856.012	1.70	1.143	Test_1Back	16	n	c
858.212	1.70	0.886	Test_1Back	16	n	n
860.412	1.70	1.032	Test_1Back	16	c	c
862.612	1.70	0.867	Test_1Back	16	c	c
864.812	1.70	0.908	Test_1Back	16	c	c
867.012	1.70	0.927	Test_1Back	16	n	n
869.212	1.70	0.893	Test_1Back	16	c	c
871.412	1.70	0.981	Test_1Back	16	c	c
873.612	1.70	0.781	Test_1Back	16	c	c
875.812	1.70	0.880	Test_1Back	16	n	n
878.012	1.70	0.694	Test_1Back	16	n	n
880.212	1.70	0.826	Test_1Back	16	c	n
882.412	1.70	0.796	Test_1Back	16	n	n
884.612	1.70	0.856	Test_1Back	16	c	c
906.812	1.70	n/a	Test_2Back	17	n/a	n/a
909.012	1.70	n/a	Test_2Back	17	n/a	n/a
911.212	1.70	1.000	Test_2Back	17	c	n
913.412	1.70	0.978	Test_2Back	17	c	c
915.612	1.70	1.005	Test_2Back	17	n	n
917.812	1.70	1.071	Test_2Back	17	c	c
920.012	1.70	1.085	Test_2Back	17	n	n
922.212	1.70	0.725	Test_2Back	17	c	c
924.412	1.70	1.045	Test_2Back	17	c	n
926.612	1.70	1.191	Test_2Back	17	n	n
928.812	1.70	0.899	Test_2Back	17	c	n
931.012	1.70	0.843	Test_2Back	17	n	n
933.212	1.70	1.160	Test_2Back	17	n	n
935.412	1.70	0.907	Test_2Back	17	n	n
937.612	1.70	1.031	Test_2Back	17	c	c
939.812	1.70	0.943	Test_2Back	17	n	n
962.012	1.70	n/a	Test_3Back	18	n/a	n/a
964.212	1.70	n/a	Test_3Back	18	n/a	n/a
966.412	1.70	n/a	Test_3Back	18	n/a	n/a
968.612	1.70	1.043	Test_3Back	18	n	n
970.812	1.70	1.109	Test_3Back	18	n	n
973.012	1.70	1.110	Test_3Back	18	c	c
975.212	1.70	1.182	Test_3Back	18	c	c
977.412	1.70	0.951	Test_3Back	18	c	c
979.612	1.70	1.237	Test_3Back	18	n	n
981.812	1.70	1.075	Test_3Back	18	n	n
984.012	1.70	1.021	Test_3Back	18	n	n
986.212	1.70	1.005	Test_3Back	18	n	n
988.412	1.70	1.021	Test_3Back	18	c	c
990.612	1.70	1.072	Test_3Back	18	c	c
992.812	1.70	1.019	Test_3Back	18	c	c
995.012	1.70	0.947	Test_3Back	18	n	n
